Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
12/07/2021,Ages_12-15_yrs,10088873,4.3,4.3,8406881,59.6,49.7,4.2,4.2
12/07/2021,Age_known,236339550,99.9,99.9,199681775,,,99.9,99.9
12/07/2021,Ages_<5yrs,9325,0,0,2752,0,0,0,0
12/07/2021,Ages_12-17_yrs,15602089,6.6,6.6,13127053,61.7,51.9,6.6,6.6
12/07/2021,Sex_Female,122696339,52.4,51.9,104125105,72.8,61.8,52.5,52.1
12/07/2021,Age_unknown,24285,0,0,5664,,,0,0
12/07/2021,Ages_65-74_yrs,33061338,14,14,28311072,99.9,88.8,14.2,14.2
12/07/2021,Ages_25-39_yrs,49880061,21.1,21.1,42213881,72.9,61.7,21.1,21.1
12/07/2021,Ages_18-24_yrs,21119577,8.9,8.9,17546307,69.1,57.4,8.8,8.8
12/07/2021,US,236363835,,99.9,199687439,71.2,60.1,,99.9
12/07/2021,Race_eth_Hispanic,32010279,19.3,13.5,27691725,50.2,43.4,18.9,13.9
12/07/2021,Ages_16-17_yrs,5513216,2.3,2.3,4720172,65.7,56.3,2.4,2.4
12/07/2021,Race_eth_NHNHOPI,491732,0.3,0.2,426496,53,45.9,0.3,0.2
12/07/2021,Sex_Male,111486276,47.6,47.2,94051851,68.2,57.5,47.5,47.1
12/07/2021,Ages_75+_yrs,22427440,9.5,9.5,19136251,97.9,83.5,9.6,9.6
12/07/2021,Ages_<12yrs,4966469,2.1,2.1,1689773,10.2,3.5,0.8,0.8
12/07/2021,Race_eth_NHBlack,16891819,10.2,7.1,14799385,41,35.9,10.1,7.4
12/07/2021,Ages_40-49_yrs,33044571,14,14,28571166,81,70,14.3,14.3
12/07/2021,Race_eth_unknown,70754649,42.7,29.9,53053427,,,36.2,26.6
12/07/2021,Race_eth_known,165609181,99.9,70.1,146634007,,,99.9,73.4
12/07/2021,Ages_5-11_yrs,4952696,2.1,2.1,1685853,17.2,5.9,0.8,0.8
12/07/2021,Sex_unknown,2181220,0.9,0.9,1510483,,,0.8,0.8
12/07/2021,Race_eth_NHAIAN,1525441,0.9,0.6,1256707,62.6,51.6,0.9,0.6
12/07/2021,Sex_known,234182615,99.9,99.1,198176956,,,99.9,99.2
12/07/2021,Race_eth_NHMult_Oth,9190929,5.5,3.9,8048373,99.9,99.9,5.5,4
12/07/2021,Race_eth_NHAsian,9941108,6,4.2,9023409,52.3,47.5,6.2,4.5
12/07/2021,Ages_50-64_yrs,56238005,23.8,23.8,49086272,88.3,77.1,24.6,24.6
12/07/2021,Race_eth_NHWhite,95557873,57.7,40.4,85387912,48.4,43.3,58.2,42.8
12/06/2021,Sex_Male,111486276,47.6,47.2,94051851,68.2,57.5,47.5,47.1
12/06/2021,Race_eth_NHWhite,95557873,57.7,40.4,85387912,48.4,43.3,58.2,42.8
12/06/2021,Ages_25-39_yrs,49880061,21.1,21.1,42213881,72.9,61.7,21.1,21.1
12/06/2021,Race_eth_NHNHOPI,491732,0.3,0.2,426496,53,45.9,0.3,0.2
12/06/2021,Race_eth_unknown,70754649,42.7,29.9,53053427,,,36.2,26.6
12/06/2021,Race_eth_known,165609181,99.9,70.1,146634007,,,99.9,73.4
12/06/2021,Sex_Female,122696339,52.4,51.9,104125105,72.8,61.8,52.5,52.1
12/06/2021,Race_eth_Hispanic,32010279,19.3,13.5,27691725,50.2,43.4,18.9,13.9
12/06/2021,Sex_unknown,2181220,0.9,0.9,1510483,,,0.8,0.8
12/06/2021,Ages_12-17_yrs,15602089,6.6,6.6,13127053,61.7,51.9,6.6,6.6
12/06/2021,Race_eth_NHAsian,9941108,6,4.2,9023409,52.3,47.5,6.2,4.5
12/06/2021,Ages_<12yrs,4966469,2.1,2.1,1689773,10.2,3.5,0.8,0.8
12/06/2021,US,236363835,,99.9,199687439,71.2,60.1,,99.9
12/06/2021,Ages_12-15_yrs,10088873,4.3,4.3,8406881,59.6,49.7,4.2,4.2
12/06/2021,Race_eth_NHBlack,16891819,10.2,7.1,14799385,41,35.9,10.1,7.4
12/06/2021,Ages_40-49_yrs,33044571,14,14,28571166,81,70,14.3,14.3
12/06/2021,Race_eth_NHMult_Oth,9190929,5.5,3.9,8048373,99.9,99.9,5.5,4
12/06/2021,Sex_known,234182615,99.9,99.1,198176956,,,99.9,99.2
12/06/2021,Ages_50-64_yrs,56238005,23.8,23.8,49086272,88.3,77.1,24.6,24.6
12/06/2021,Race_eth_NHAIAN,1525441,0.9,0.6,1256707,62.6,51.6,0.9,0.6
12/06/2021,Age_unknown,24285,0,0,5664,,,0,0
12/06/2021,Ages_<5yrs,9325,0,0,2752,0,0,0,0
12/06/2021,Ages_5-11_yrs,4952696,2.1,2.1,1685853,17.2,5.9,0.8,0.8
12/06/2021,Age_known,236339550,99.9,99.9,199681775,,,99.9,99.9
12/06/2021,Ages_18-24_yrs,21119577,8.9,8.9,17546307,69.1,57.4,8.8,8.8
12/06/2021,Ages_75+_yrs,22427440,9.5,9.5,19136251,97.9,83.5,9.6,9.6
12/06/2021,Ages_65-74_yrs,33061338,14,14,28311072,99.9,88.8,14.2,14.2
12/06/2021,Ages_16-17_yrs,5513216,2.3,2.3,4720172,65.7,56.3,2.4,2.4
12/05/2021,Ages_50-64_yrs,56229278,23.8,23.8,49083434,88.3,77.1,24.6,24.6
12/05/2021,Sex_Male,111465478,47.6,47.2,94040740,68.2,57.5,47.5,47.1
12/05/2021,Race_eth_NHAsian,9936793,6,4.2,9021810,52.3,47.5,6.2,4.5
12/05/2021,Race_eth_NHBlack,16887248,10.2,7.1,14796693,41,35.9,10.1,7.4
12/05/2021,Ages_16-17_yrs,5512657,2.3,2.3,4719776,65.7,56.3,2.4,2.4
12/05/2021,Ages_18-24_yrs,21116487,8.9,8.9,17544886,69,57.4,8.8,8.8
12/05/2021,US,236320917,,99.9,199664826,71.2,60.1,,99.9
12/05/2021,Age_unknown,24280,0,0,5664,,,0,0
12/05/2021,Ages_75+_yrs,22425413,9.5,9.5,19135631,97.9,83.5,9.6,9.6
12/05/2021,Ages_40-49_yrs,33039511,14,14,28569125,81,70,14.3,14.3
12/05/2021,Ages_<5yrs,9320,0,0,2752,0,0,0,0
12/05/2021,Race_eth_unknown,70747083,42.7,29.9,53049946,,,36.2,26.6
12/05/2021,Age_known,236296637,99.9,99.9,199659162,,,99.9,99.9
12/05/2021,Ages_5-11_yrs,4943051,2.1,2.1,1676265,17.2,5.8,0.8,0.8
12/05/2021,Race_eth_NHNHOPI,491536,0.3,0.2,426356,52.9,45.9,0.3,0.2
12/05/2021,Race_eth_known,165573829,99.9,70.1,146614875,,,99.9,73.4
12/05/2021,Ages_<12yrs,4956817,2.1,2.1,1680185,10.2,3.5,0.8,0.8
12/05/2021,Race_eth_NHMult_Oth,9189746,5.6,3.9,8047160,99.9,99.9,5.5,4
12/05/2021,Sex_Female,122674421,52.4,51.9,104113673,72.8,61.8,52.5,52.1
12/05/2021,Sex_known,234139899,99.9,99.1,198154413,,,99.9,99.2
12/05/2021,Sex_unknown,2181018,0.9,0.9,1510413,,,0.8,0.8
12/05/2021,Race_eth_NHWhite,95542815,57.7,40.4,85380941,48.4,43.3,58.2,42.8
12/05/2021,Ages_12-15_yrs,10087851,4.3,4.3,8405892,59.6,49.7,4.2,4.2
12/05/2021,Ages_12-17_yrs,15600508,6.6,6.6,13125668,61.7,51.9,6.6,6.6
12/05/2021,Ages_25-39_yrs,49871061,21.1,21.1,42210240,72.9,61.7,21.1,21.1
12/05/2021,Ages_65-74_yrs,33057562,14,14,28309993,99.9,88.8,14.2,14.2
12/05/2021,Race_eth_NHAIAN,1525255,0.9,0.6,1256577,62.6,51.6,0.9,0.6
12/05/2021,Race_eth_Hispanic,32000436,19.3,13.5,27685338,50.2,43.4,18.9,13.9
12/04/2021,Race_eth_NHBlack,16880052,10.2,7.1,14790410,41,35.9,10.1,7.4
12/04/2021,Ages_40-49_yrs,33027335,14,14,28564173,81,70,14.3,14.3
12/04/2021,Ages_18-24_yrs,21108793,8.9,8.9,17541037,69,57.4,8.8,8.8
12/04/2021,Sex_known,234044910,99.9,99.1,198054071,,,99.9,99.2
12/04/2021,Race_eth_NHWhite,95507499,57.7,40.4,85336556,48.4,43.2,58.2,42.8
12/04/2021,Ages_50-64_yrs,56210517,23.8,23.8,49077038,88.3,77.1,24.6,24.6
12/04/2021,Ages_75+_yrs,22422468,9.5,9.5,19134771,97.9,83.5,9.6,9.6
12/04/2021,Race_eth_NHAIAN,1524707,0.9,0.6,1256037,62.6,51.6,0.9,0.6
12/04/2021,Ages_<5yrs,9306,0,0,2748,0,0,0,0
12/04/2021,Age_known,236201273,99.9,99.9,199558487,,,99.9,99.9
12/04/2021,Ages_5-11_yrs,4921259,2.1,2.1,1607490,17.1,5.6,0.8,0.8
12/04/2021,Ages_16-17_yrs,5511402,2.3,2.3,4718600,65.7,56.2,2.4,2.4
12/04/2021,Sex_Female,122626213,52.4,51.9,104064007,72.8,61.7,52.5,52.1
12/04/2021,Sex_Male,111418697,47.6,47.2,93990064,68.2,57.5,47.5,47.1
12/04/2021,Race_eth_NHMult_Oth,9185902,5.6,3.9,8040080,99.9,99.9,5.5,4
12/04/2021,Ages_25-39_yrs,49849629,21.1,21.1,42201033,72.9,61.7,21.1,21.1
12/04/2021,Race_eth_known,165497820,99.9,70.1,146529763,,,99.9,73.4
12/04/2021,US,236225549,,99.9,199564150,71.2,60.1,,99.9
12/04/2021,Ages_12-17_yrs,15595812,6.6,6.6,13120742,61.6,51.9,6.6,6.6
12/04/2021,Sex_unknown,2180639,0.9,0.9,1510079,,,0.8,0.8
12/04/2021,Ages_65-74_yrs,33051709,14,14,28308287,99.9,88.8,14.2,14.2
12/04/2021,Race_eth_NHAsian,9927440,6,4.2,9011856,52.3,47.4,6.2,4.5
12/04/2021,Race_eth_Hispanic,31980843,19.3,13.5,27668643,50.2,43.4,18.9,13.9
12/04/2021,Race_eth_NHNHOPI,491377,0.3,0.2,426181,52.9,45.9,0.3,0.2
12/04/2021,Ages_<12yrs,4935010,2.1,2.1,1611406,10.2,3.3,0.8,0.8
12/04/2021,Ages_12-15_yrs,10084410,4.3,4.3,8402142,59.6,49.7,4.2,4.2
12/04/2021,Race_eth_unknown,70727724,42.7,29.9,53034382,,,36.2,26.6
12/04/2021,Age_unknown,24276,0,0,5663,,,0,0
12/03/2021,Ages_75+_yrs,22414059,9.5,9.5,19131830,97.9,83.5,9.6,9.6
12/03/2021,Race_eth_known,165300137,99.9,70.1,146229877,,,99.9,73.4
12/03/2021,Sex_Female,122497162,52.4,51.9,103885598,72.7,61.6,52.5,52.2
12/03/2021,Ages_18-24_yrs,21091984,8.9,8.9,17531278,69,57.3,8.8,8.8
12/03/2021,Age_known,235946642,99.9,99.9,199198624,,,99.9,99.9
12/03/2021,Sex_known,233791414,99.9,99.1,197694928,,,99.9,99.2
12/03/2021,Race_eth_unknown,70670761,42.8,29.9,52974402,,,36.2,26.6
12/03/2021,Sex_Male,111294252,47.6,47.2,93809330,68.1,57.4,47.5,47.1
12/03/2021,US,235970903,,99.9,199204284,71.1,60,,99.9
12/03/2021,Race_eth_NHWhite,95415748,57.7,40.4,85174239,48.4,43.2,58.2,42.8
12/03/2021,Ages_25-39_yrs,49801689,21.1,21.1,42176960,72.8,61.7,21.2,21.2
12/03/2021,Ages_12-17_yrs,15584340,6.6,6.6,13104733,61.6,51.8,6.6,6.6
12/03/2021,Sex_unknown,2179489,0.9,0.9,1509356,,,0.8,0.8
12/03/2021,Ages_65-74_yrs,33036586,14,14,28302608,99.9,88.8,14.2,14.2
12/03/2021,Race_eth_NHAsian,9903999,6,4.2,8979165,52.1,47.3,6.1,4.5
12/03/2021,Ages_<12yrs,4856320,2.1,2.1,1343297,10,2.8,0.7,0.7
12/03/2021,Age_unknown,24261,0,0,5660,,,0,0
12/03/2021,Race_eth_NHNHOPI,490814,0.3,0.2,425201,52.9,45.8,0.3,0.2
12/03/2021,Ages_50-64_yrs,56163375,23.8,23.8,49057830,88.2,77.1,24.6,24.6
12/03/2021,Ages_40-49_yrs,32998289,14,14,28550088,80.9,70,14.3,14.3
12/03/2021,Race_eth_NHAIAN,1523005,0.9,0.6,1254410,62.5,51.5,0.9,0.6
12/03/2021,Race_eth_Hispanic,31930193,19.3,13.5,27611988,50.1,43.3,18.9,13.9
12/03/2021,Ages_12-15_yrs,10075522,4.3,4.3,8389028,59.6,49.6,4.2,4.2
12/03/2021,Ages_<5yrs,9274,0,0,2732,0,0,0,0
12/03/2021,Race_eth_NHMult_Oth,9175332,5.6,3.9,8016903,99.9,99.9,5.5,4
12/03/2021,Race_eth_NHBlack,16861046,10.2,7.1,14767971,40.9,35.8,10.1,7.4
12/03/2021,Ages_5-11_yrs,4842607,2.1,2.1,1339399,16.8,4.7,0.7,0.7
12/03/2021,Ages_16-17_yrs,5508818,2.3,2.3,4715705,65.7,56.2,2.4,2.4
12/02/2021,Ages_16-17_yrs,5504641,2.3,2.3,4711648,65.6,56.2,2.4,2.4
12/02/2021,Ages_12-15_yrs,10062678,4.3,4.3,8371861,59.5,49.5,4.2,4.2
12/02/2021,Sex_Female,122277137,52.4,51.9,103684651,72.5,61.5,52.6,52.2
12/02/2021,Age_known,235522518,99.9,99.9,198802567,,,99.9,99.9
12/02/2021,Ages_50-64_yrs,56077777,23.8,23.8,49020147,88.1,77,24.7,24.7
12/02/2021,Ages_<5yrs,9218,0,0,2721,0,0,0,0
12/02/2021,Race_eth_known,164976962,99.9,70,145902127,,,99.9,73.4
12/02/2021,US,235546746,,99.9,198808224,70.9,59.9,,99.9
12/02/2021,Ages_75+_yrs,22394939,9.5,9.5,19124306,97.8,83.5,9.6,9.6
12/02/2021,Race_eth_NHWhite,95254325,57.7,40.4,85002471,48.3,43.1,58.3,42.8
12/02/2021,Ages_5-11_yrs,4745760,2,2,1113304,16.5,3.9,0.6,0.6
12/02/2021,Ages_12-17_yrs,15567319,6.6,6.6,13083509,61.5,51.7,6.6,6.6
12/02/2021,Ages_18-24_yrs,21060449,8.9,8.9,17513307,68.9,57.3,8.8,8.8
12/02/2021,Sex_unknown,2175133,0.9,0.9,1508318,,,0.8,0.8
12/02/2021,Race_eth_Hispanic,31856269,19.3,13.5,27544767,50,43.2,18.9,13.9
12/02/2021,Ages_<12yrs,4759402,2,2,1117179,9.8,2.3,0.6,0.6
12/02/2021,Sex_known,233371613,99.9,99.1,197299906,,,99.9,99.2
12/02/2021,Race_eth_NHBlack,16826353,10.2,7.1,14739985,40.8,35.8,10.1,7.4
12/02/2021,Age_unknown,24228,0,0,5657,,,0,0
12/02/2021,Race_eth_NHMult_Oth,9158749,5.6,3.9,7992702,99.9,99.9,5.5,4
12/02/2021,Ages_65-74_yrs,33004883,14,14,28289410,99.9,88.7,14.2,14.2
12/02/2021,Ages_40-49_yrs,32945941,14,14,28523659,80.8,69.9,14.3,14.3
12/02/2021,Race_eth_NHNHOPI,489733,0.3,0.2,424057,52.7,45.7,0.3,0.2
12/02/2021,Race_eth_unknown,70569779,42.8,30,52906092,,,36.3,26.6
12/02/2021,Race_eth_NHAsian,9872783,6,4.2,8947159,52,47.1,6.1,4.5
12/02/2021,Ages_25-39_yrs,49711808,21.1,21.1,42131050,72.7,61.6,21.2,21.2
12/02/2021,Race_eth_NHAIAN,1518750,0.9,0.6,1250986,62.4,51.4,0.9,0.6
12/02/2021,Sex_Male,111094476,47.6,47.2,93615255,68,57.3,47.4,47.1
12/01/2021,Sex_unknown,2171372,0.9,0.9,1507430,,,0.8,0.8
12/01/2021,Ages_<12yrs,4671961,2,2,937591,9.6,1.9,0.5,0.5
12/01/2021,US,235139141,,99.9,198474550,70.8,59.8,,99.9
12/01/2021,Sex_known,232967769,99.9,99.1,196967120,,,99.9,99.2
12/01/2021,Sex_Female,122068657,52.4,51.9,103516214,72.4,61.4,52.6,52.2
12/01/2021,Ages_<5yrs,9150,0,0,2714,0,0,0,0
12/01/2021,Ages_12-17_yrs,15551935,6.6,6.6,13066801,61.5,51.6,6.6,6.6
12/01/2021,Ages_50-64_yrs,55996657,23.8,23.8,48986823,88,77,24.7,24.7
12/01/2021,Sex_Male,110899112,47.6,47.2,93450906,67.8,57.2,47.4,47.1
12/01/2021,Ages_16-17_yrs,5500527,2.3,2.3,4707907,65.6,56.1,2.4,2.4
12/01/2021,Race_eth_NHNHOPI,488163,0.3,0.2,423125,52.6,45.6,0.3,0.2
12/01/2021,Race_eth_known,164670074,99.9,70,145627487,,,99.9,73.4
12/01/2021,Ages_40-49_yrs,32898353,14,14,28500915,80.7,69.9,14.4,14.4
12/01/2021,Ages_65-74_yrs,32969290,14,14,28275276,99.9,88.7,14.2,14.2
12/01/2021,Race_eth_NHAIAN,1514793,0.9,0.6,1248639,62.2,51.3,0.9,0.6
12/01/2021,Race_eth_unknown,70469062,42.8,30,52847058,,,36.3,26.6
12/01/2021,Ages_75+_yrs,22372085,9.5,9.5,19115133,97.7,83.5,9.6,9.6
12/01/2021,Race_eth_Hispanic,31788656,19.3,13.5,27490365,49.9,43.1,18.9,13.9
12/01/2021,Race_eth_NHAsian,9848276,6,4.2,8926179,51.8,47,6.1,4.5
12/01/2021,Ages_12-15_yrs,10051408,4.3,4.3,8358894,59.4,49.4,4.2,4.2
12/01/2021,Race_eth_NHMult_Oth,9143904,5.6,3.9,7973360,99.9,99.9,5.5,4
12/01/2021,Race_eth_NHBlack,16790629,10.2,7.1,14714044,40.7,35.7,10.1,7.4
12/01/2021,Age_known,235114950,99.9,99.9,198468898,,,99.9,99.9
12/01/2021,Ages_5-11_yrs,4658393,2,2,933726,16.2,3.2,0.5,0.5
12/01/2021,Age_unknown,24191,0,0,5652,,,0,0
12/01/2021,Race_eth_NHWhite,95095653,57.7,40.4,84851775,48.2,43,58.3,42.8
12/01/2021,Ages_18-24_yrs,21028604,8.9,8.9,17496430,68.8,57.2,8.8,8.8
12/01/2021,Ages_25-39_yrs,49626065,21.1,21.1,42089929,72.6,61.5,21.2,21.2
11/30/2021,Ages_<5yrs,9067,0,0,2701,0,0,0,0
11/30/2021,Ages_40-49_yrs,32849601,14,14,28477924,80.5,69.8,14.4,14.4
11/30/2021,Age_known,234684705,99.9,99.9,198114219,,,99.9,99.9
11/30/2021,Ages_50-64_yrs,55912139,23.8,23.8,48953074,87.8,76.9,24.7,24.7
11/30/2021,Race_eth_NHBlack,16754039,10.2,7.1,14687913,40.6,35.6,10.1,7.4
11/30/2021,Race_eth_unknown,70364788,42.8,30,52784675,,,36.3,26.6
11/30/2021,Race_eth_NHWhite,94925193,57.8,40.4,84689632,48.1,42.9,58.3,42.7
11/30/2021,Sex_Female,121848932,52.4,51.9,103338399,72.3,61.3,52.6,52.2
11/30/2021,Race_eth_NHAIAN,1509706,0.9,0.6,1244614,62,51.1,0.9,0.6
11/30/2021,Race_eth_NHAsian,9823253,6,4.2,8904767,51.7,46.9,6.1,4.5
11/30/2021,Ages_12-17_yrs,15535494,6.6,6.6,13050464,61.4,51.6,6.6,6.6
11/30/2021,Ages_5-11_yrs,4559662,1.9,1.9,736913,15.9,2.6,0.4,0.4
11/30/2021,Ages_<12yrs,4573138,1.9,1.9,740762,9.4,1.5,0.4,0.4
11/30/2021,Sex_known,232541740,99.9,99.1,196613442,,,99.9,99.2
11/30/2021,Race_eth_known,164344076,99.9,70,145335187,,,99.9,73.4
11/30/2021,Sex_Male,110692808,47.6,47.2,93275043,67.7,57.1,47.4,47.1
11/30/2021,Ages_18-24_yrs,20996309,8.9,8.9,17478856,68.6,57.1,8.8,8.8
11/30/2021,Ages_12-15_yrs,10039477,4.3,4.3,8346287,59.4,49.3,4.2,4.2
11/30/2021,Ages_16-17_yrs,5496017,2.3,2.3,4704177,65.5,56.1,2.4,2.4
11/30/2021,Age_unknown,24164,0,0,5648,,,0,0
11/30/2021,Race_eth_NHNHOPI,485960,0.3,0.2,422119,52.3,45.5,0.3,0.2
11/30/2021,Ages_75+_yrs,22347732,9.5,9.5,19105702,97.6,83.4,9.6,9.6
11/30/2021,Race_eth_Hispanic,31717844,19.3,13.5,27433045,49.8,43,18.9,13.8
11/30/2021,Ages_25-39_yrs,49538686,21.1,21.1,42046986,72.4,61.5,21.2,21.2
11/30/2021,Race_eth_NHMult_Oth,9128081,5.6,3.9,7953097,99.9,99.9,5.5,4
11/30/2021,Sex_unknown,2167129,0.9,0.9,1506425,,,0.8,0.8
11/30/2021,US,234708869,,99.9,198119867,70.7,59.7,,99.9
11/30/2021,Ages_65-74_yrs,32931606,14,14,28260451,99.9,88.6,14.3,14.3
11/29/2021,Ages_50-64_yrs,55838428,23.8,23.8,48919794,87.7,76.8,24.7,24.7
11/29/2021,Ages_5-11_yrs,4465271,1.9,1.9,549394,15.5,1.9,0.3,0.3
11/29/2021,Race_eth_NHNHOPI,485071,0.3,0.2,421256,52.2,45.4,0.3,0.2
11/29/2021,Sex_Male,110508706,47.6,47.2,93104631,67.6,57,47.4,47.1
11/29/2021,Ages_<12yrs,4478659,1.9,1.9,553220,9.2,1.1,0.3,0.3
11/29/2021,Race_eth_NHAIAN,1505583,0.9,0.6,1241441,61.8,51,0.9,0.6
11/29/2021,Race_eth_NHBlack,16721451,10.2,7.1,14662729,40.6,35.6,10.1,7.4
11/29/2021,Age_unknown,24132,0,0,5641,,,0,0
11/29/2021,Ages_25-39_yrs,49465280,21.1,21.1,42003743,72.3,61.4,21.2,21.2
11/29/2021,Age_known,234298940,99.9,99.9,197769667,,,99.9,99.9
11/29/2021,Ages_12-15_yrs,10028078,4.3,4.3,8334230,59.3,49.3,4.2,4.2
11/29/2021,Race_eth_Hispanic,31655285,19.3,13.5,27377918,49.7,42.9,18.9,13.8
11/29/2021,Sex_unknown,2163115,0.9,0.9,1505393,,,0.8,0.8
11/29/2021,Ages_40-49_yrs,32807291,14,14,28454886,80.4,69.8,14.4,14.4
11/29/2021,Race_eth_NHMult_Oth,9113149,5.6,3.9,7933086,99.9,99.9,5.5,4
11/29/2021,Ages_<5yrs,8989,0,0,2682,0,0,0,0
11/29/2021,Sex_known,232159957,99.9,99.1,196269915,,,99.9,99.2
11/29/2021,Sex_Female,121651251,52.4,51.9,103165284,72.2,61.2,52.6,52.2
11/29/2021,Ages_65-74_yrs,32896846,14,14,28246010,99.9,88.6,14.3,14.3
11/29/2021,Race_eth_NHAsian,9801803,6,4.2,8885618,51.6,46.8,6.1,4.5
11/29/2021,US,234323072,,99.9,197775308,70.6,59.6,,99.9
11/29/2021,Ages_16-17_yrs,5491852,2.3,2.3,4700504,65.5,56,2.4,2.4
11/29/2021,Race_eth_known,164060498,99.9,70,145054263,,,99.9,73.3
11/29/2021,Ages_18-24_yrs,20968417,8.9,8.9,17461042,68.6,57.1,8.8,8.8
11/29/2021,Ages_75+_yrs,22324089,9.5,9.5,19096238,97.5,83.4,9.7,9.7
11/29/2021,Race_eth_unknown,70262569,42.8,30,52721040,,,36.3,26.7
11/29/2021,Ages_12-17_yrs,15519930,6.6,6.6,13034734,61.3,51.5,6.6,6.6
11/29/2021,Race_eth_NHWhite,94778156,57.8,40.4,84532215,48,42.8,58.3,42.7
11/28/2021,Sex_unknown,2159590,0.9,0.9,1504334,,,0.8,0.8
11/28/2021,Race_eth_NHAIAN,1501846,0.9,0.6,1238756,61.7,50.9,0.9,0.6
11/28/2021,Race_eth_NHAsian,9782222,6,4.2,8868756,51.5,46.7,6.1,4.5
11/28/2021,Ages_75+_yrs,22303719,9.5,9.5,19087935,97.4,83.3,9.7,9.7
11/28/2021,Sex_Female,121470813,52.4,51.9,103001050,72.1,61.1,52.6,52.2
11/28/2021,US,233971728,,99.9,197449632,70.5,59.5,,99.9
11/28/2021,Ages_25-39_yrs,49396819,21.1,21.1,41960242,72.2,61.4,21.3,21.3
11/28/2021,Sex_Male,110341325,47.6,47.2,92944248,67.5,56.9,47.4,47.1
11/28/2021,Race_eth_NHMult_Oth,9099072,5.6,3.9,7914664,99.9,99.9,5.5,4
11/28/2021,Race_eth_unknown,70171565,42.8,30,52664403,,,36.4,26.7
11/28/2021,Race_eth_NHNHOPI,484209,0.3,0.2,420335,52.1,45.3,0.3,0.2
11/28/2021,Ages_<5yrs,8925,0,0,2658,0,0,0,0
11/28/2021,Ages_16-17_yrs,5488061,2.3,2.3,4696786,65.4,56,2.4,2.4
11/28/2021,Ages_12-17_yrs,15506248,6.6,6.6,13019130,61.3,51.4,6.6,6.6
11/28/2021,Sex_known,231812138,99.9,99.1,195945298,,,99.9,99.2
11/28/2021,Age_known,233947631,99.9,99.9,197443997,,,99.9,99.9
11/28/2021,Race_eth_known,163800158,99.9,70,144785224,,,99.9,73.3
11/28/2021,Ages_<12yrs,4392782,1.9,1.9,381671,9.1,0.8,0.2,0.2
11/28/2021,Ages_40-49_yrs,32768894,14,14,28432080,80.3,69.7,14.4,14.4
11/28/2021,Ages_65-74_yrs,32865591,14,14,28232633,99.9,88.5,14.3,14.3
11/28/2021,Race_eth_Hispanic,31600644,19.3,13.5,27325117,49.6,42.9,18.9,13.8
11/28/2021,Ages_50-64_yrs,55770191,23.8,23.8,48887174,87.6,76.8,24.8,24.8
11/28/2021,Ages_12-15_yrs,10018187,4.3,4.3,8322344,59.2,49.2,4.2,4.2
11/28/2021,Race_eth_NHWhite,94639188,57.8,40.4,84378584,48,42.8,58.3,42.7
11/28/2021,Ages_18-24_yrs,20943387,9,9,17443132,68.5,57,8.8,8.8
11/28/2021,Ages_5-11_yrs,4379473,1.9,1.9,377879,15.2,1.3,0.2,0.2
11/28/2021,Race_eth_NHBlack,16692977,10.2,7.1,14639012,40.5,35.5,10.1,7.4
11/28/2021,Age_unknown,24097,0,0,5635,,,0,0
11/27/2021,Ages_16-17_yrs,5486360,2.3,2.3,4695283,65.4,56,2.4,2.4
11/27/2021,Ages_12-15_yrs,10013865,4.3,4.3,8317449,59.2,49.2,4.2,4.2
11/27/2021,Race_eth_unknown,70142687,42.9,30,52644216,,,36.4,26.7
11/27/2021,Ages_18-24_yrs,20931923,9,9,17436552,68.4,57,8.8,8.8
11/27/2021,Sex_Male,110271661,47.6,47.2,92879184,67.5,56.8,47.4,47.1
11/27/2021,Ages_65-74_yrs,32856665,14.1,14.1,28229287,99.9,88.5,14.3,14.3
11/27/2021,Race_eth_NHAIAN,1500543,0.9,0.6,1237675,61.6,50.8,0.9,0.6
11/27/2021,Race_eth_NHAsian,9771318,6,4.2,8859957,51.4,46.6,6.1,4.5
11/27/2021,Ages_50-64_yrs,55743165,23.8,23.8,48876403,87.6,76.8,24.8,24.8
11/27/2021,Race_eth_NHBlack,16682410,10.2,7.1,14630784,40.5,35.5,10.1,7.4
11/27/2021,Sex_unknown,2159195,0.9,0.9,1504127,,,0.8,0.8
11/27/2021,Race_eth_Hispanic,31575832,19.3,13.5,27304536,49.5,42.8,18.9,13.8
11/27/2021,Age_known,233803019,99.9,99.9,197312941,,,99.9,99.9
11/27/2021,US,233827115,,99.9,197318576,70.4,59.4,,99.9
11/27/2021,Sex_Female,121396259,52.4,51.9,102935265,72,61.1,52.6,52.2
11/27/2021,Ages_<12yrs,4353557,1.9,1.9,302840,9,0.6,0.2,0.2
11/27/2021,Ages_75+_yrs,22298936,9.5,9.5,19086228,97.4,83.3,9.7,9.7
11/27/2021,Ages_<5yrs,8895,0,0,2655,0,0,0,0
11/27/2021,Race_eth_known,163684423,99.9,70,144674355,,,99.9,73.3
11/27/2021,Sex_known,231667920,99.9,99.1,195814449,,,99.9,99.2
11/27/2021,Race_eth_NHMult_Oth,9094045,5.6,3.9,7907156,99.9,99.9,5.5,4
